"class";"aa_000";"ab_000";"ac_000";"ad_000";"ae_000";"af_000";"ag_000";"ag_001";"ag_002";"ag_003";"ag_004";"ag_005";"ag_006";"ag_007";"ag_008";"ag_009";"ah_000";"ai_000";"aj_000";"ak_000";"al_000";"am_0";"an_000";"ao_000";"ap_000";"aq_000";"ar_000";"as_000";"at_000";"au_000";"av_000";"ax_000";"ay_000";"ay_001";"ay_002";"ay_003";"ay_004";"ay_005";"ay_006";"ay_007";"ay_008";"ay_009";"az_000";"az_001";"az_002";"az_003";"az_004";"az_005";"az_006";"az_007";"az_008";"az_009";"ba_000";"ba_001";"ba_002";"ba_003";"ba_004";"ba_005";"ba_006";"ba_007";"ba_008";"ba_009";"bb_000";"bc_000";"bd_000";"be_000";"bf_000";"bg_000";"bh_000";"bi_000";"bj_000";"bk_000";"bl_000";"bm_000";"bn_000";"bo_000";"bp_000";"bq_000";"br_000";"bs_000";"bt_000";"bu_000";"bv_000";"bx_000";"by_000";"bz_000";"ca_000";"cb_000";"cc_000";"cd_000";"ce_000";"cf_000";"cg_000";"ch_000";"ci_000";"cj_000";"ck_000";"cl_000";"cm_000";"cn_000";"cn_001";"cn_002";"cn_003";"cn_004";"cn_005";"cn_006";"cn_007";"cn_008";"cn_009";"co_000";"cp_000";"cq_000";"cr_000";"cs_000";"cs_001";"cs_002";"cs_003";"cs_004";"cs_005";"cs_006";"cs_007";"cs_008";"cs_009";"ct_000";"cu_000";"cv_000";"cx_000";"cy_000";"cz_000";"da_000";"db_000";"dc_000";"dd_000";"de_000";"df_000";"dg_000";"dh_000";"di_000";"dj_000";"dk_000";"dl_000";"dm_000";"dn_000";"do_000";"dp_000";"dq_000";"dr_000";"ds_000";"dt_000";"du_000";"dv_000";"dx_000";"dy_000";"dz_000";"ea_000";"eb_000";"ec_00";"ed_000";"ee_000";"ee_001";"ee_002";"ee_003";"ee_004";"ee_005";"ee_006";"ee_007";"ee_008";"ee_009";"ef_000";"eg_000"
"neg";30146;NA;0;NA;0;0;0;0;0;0;1638;144826;1268528;565266;18614;404;989012;0;0;NA;0;0;1809156;1646762;279362;138982;0;0;222;0;0;0;0;0;0;0;0;12458;344378;591420;1051020;0;12042;7736;20824;210540;1544464;203670;0;0;0;0;408452;725620;229468;135202;99664;89460;106794;167726;36862;28;2088620;86;974;262;212;989012;26220;157664;121282;160360;0;0;0;0;0;0;0;116160;30146.9;2088620;2088620;NA;11179;174282;NA;876280;NA;1209600;0;NA;NA;NA;1752321.6;0;240788.16;NA;NA;0;0;0;57296;496758;1305632;125564;11118;2618;290;NA;0;2088620;NA;5664;246;166994;79854;335728;1348928;58232;3630;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1148;92;NA;NA;NA;NA;NA;NA;NA;NA;12606;35270;7222;4276002;2820542;67466;19994;3091700;540016;0;2794;0;0;NA;NA;NA;255264;300126;233242;164302;572076;419764;52868;1458;176;0;0;0
"neg";39570;0;36;34;0;0;0;0;0;0;159270;1136216;746366;49556;6462;48;1075204;0;152;0;3100;4730;2021422;1857248;620380;119444;0;0;0;0;46;730;0;0;0;0;9036;68384;256674;1250226;513598;0;1278;1264;2726;6172;11120;59120;2016238;0;0;0;772758;386252;206806;135140;109116;84480;76246;70210;41996;214914;2645350;3848;3526;3392;0;1075204;22892;528936;90202;269860;315420;NA;NA;NA;NA;NA;NA;30360;39569.16;2645350;2645350;2628610;14063;3822;20184;221020;2098932;1209600;52400;0;42;0;1962120;0;133687.68;88;538;0;0;6818;74668;345352;778720;647092;131586;97906;15776;48;58;2645350;0;4106;348;84434;47182;72572;1677764;204184;7236;92;0;24;1484;1962776;288638;0;114;0;0;1971930;1170;370;0;0;0;0;0;0;0;0;10972;5660;1370;3627344;415470;70352;9218;17140;16664;2483690;31976;0;0;0;738.02;804;143320;222572;181066;107044;237250;177776;319110;699642;10138;0;0;0
"neg";30746;NA;0;754;0;0;0;0;0;0;2596;116970;1442964;403140;41856;10822;911686;0;0;0;0;0;1808778;1577624;287276;192150;0;0;3462;0;0;0;0;0;0;0;0;45874;646426;859794;466254;0;1434;268;608;18020;1595576;402358;82;2;0;0;436622;572444;188318;136084;99824;83816;122278;378906;56;0;2096534;0;0;0;0;911686;24090;143070;143230;171260;NA;NA;NA;NA;NA;NA;NA;110860;30745.27;2096534;2096534;2105904;16681;0;85418;881620;2018348;1209600;0;2;40;0;1855554.24;0;163405.44;0;0;0;0;0;1238;300724;1322602;367450;21210;4604;520;246;0;2096534;NA;3436;506;37810;98738;60930;1140250;654826;21694;158;0;992;798;1864580;92830;0;146;0;22;1876138;0;0;0;0;0;0;0;0;0;0;13706;0;0;0;0;0;0;0;0;0;0;0;0;0;784.24;1116;174820;462996;271900;123356;280484;396596;180414;48602;74414;4766;0;0
"neg";34862;NA;186;186;0;0;0;0;0;0;772;160378;1410578;681392;66898;3132;1193592;0;0;0;0;0;2069664;1824772;341122;211946;0;0;0;0;160;22;0;0;0;0;0;42740;838862;1348000;93548;0;3500;1284;1496;19752;2044188;252930;0;0;0;0;794484;274618;191374;149366;136210;256916;505680;14502;0;0;2411128;0;380;156;68;1193592;30408;172084;166854;168120;NA;NA;NA;NA;NA;NA;NA;169140;34862.55;2411128;2411128;2395978;18378;14292;117766;1197480;2323150;1209600;93048;1820;200;0;2021711.04;0;297476.16;NA;NA;0;0;0;13796;428996;1174420;636670;64692;4198;378;1812;1834;2411128;NA;3146;336;4786;205056;137818;1861552;105312;5138;6;0;192;166;1775880;73674;0;5434;90;0;1839438;1208;60;0;0;0;0;0;0;0;0;17776;37434;6322;0;0;50918;15990;102500;38314;0;0;0;0;5388310;NA;NA;310622;485690;342366;163954;272820;249006;145748;101888;231378;19678;0;0
"neg";41578;NA;460;400;0;0;0;0;0;0;43528;1547440;1262300;201212;19530;964;1536104;4866;0;0;0;0;2545478;2116018;769906;379264;0;0;0;0;690;238;0;0;0;0;0;83936;2822618;167178;1242;0;4302;2130;2482;36728;1884302;1144872;158;0;0;0;1184588;574604;192628;174462;168656;166784;187566;405204;20482;0;3315792;14;0;130;0;1536104;45300;339734;426084;251440;331320;NA;NA;NA;NA;NA;NA;180840;41578.07;3315792;3315792;3282918;20935;11960;85316;890760;3074974;1209600;83834;0;188;0;2547104.64;6892.8;516792;0;0;0;0;0;321360;1603800;1049382;86244;11448;2534;206;60;64;3315792;NA;5336;544;153080;355826;155020;1883634;512938;8490;106;0;1232;866;2353740;31964;52;4958;0;0;2584500;2220;220;0;0;150;8550;0;0;0;0;27692;41988;8996;0;0;76192;12466;409340;46520;0;0;0;0;1875540;1130.86;1224;544762;637888;347330;203168;544810;472722;233892;65756;24520;126;0;0
"neg";60322;NA;392;266;0;0;0;0;0;2414;78160;1831360;1763566;116580;628;0;1798826;0;0;0;2752;4048;3568286;3191672;753636;280958;0;0;0;0;242;166;0;0;0;0;0;354828;2336564;665818;435498;0;6198;4374;6178;20058;1298884;2437592;19422;2;0;0;1186346;957720;473732;398344;320370;220564;136566;98338;728;0;4325600;70;414;130;2;1798826;46266;528218;223830;180300;193340;269060;NA;NA;NA;NA;NA;104020;60322.09;4325600;4325600;4316724;22786;1934;64238;688020;3792708;1209600;101930;0;136;0;3534950.4;0;254996.16;0;0;0;0;40472;633470;2003618;1026442;76082;9856;2662;106;4;8;4325600;NA;5820;732;95680;120822;196098;2859382;485178;28802;194;0;550;434;3450026;52764;58;48036;0;0;3575018;2390;250;0;0;0;0;0;0;0;0;25270;69504;11376;0;0;103110;16364;333620;40310;0;0;0;0;20871480;1868.62;1724;284672;654684;678004;360348;755408;538812;270240;116870;131270;2400;0;0
"neg";53082;NA;2130706432;114;0;0;0;0;0;0;574;180174;2110432;948004;63626;3130;1488720;0;0;0;0;0;2920338;2530324;600654;328852;0;0;0;0;316;162;0;0;0;0;0;81336;1721876;1251706;251022;0;4254;6466;14044;21456;129852;3129266;602;0;0;0;958206;893190;307170;221538;160500;138546;212840;413950;0;0;3521500;3784;5854;1498;12;1488720;46574;347304;248674;208160;209640;NA;NA;NA;NA;NA;NA;176720;53081.84;3521500;3521500;3487692;22846;7034;105886;1094700;3305940;1209600;91714;14;68;0;2988753.6;0;314655.36;122;926;0;0;0;5300;741394;1899860;630482;24236;4526;142;92;102;3521500;NA;3890;506;49796;216914;139842;2029422;843890;21358;322;0;150;312;483396;766288;0;49702;0;8;3021940;2288;122;0;0;0;0;0;0;0;0;29356;53852;17522;0;0;105042;17318;22852000;2459856;0;0;0;0;3499790;1015.54;1154;335430;526288;452658;229596;476204;673676;415930;163462;32696;0;0;0
"neg";6770;NA;NA;NA;NA;NA;0;0;0;0;171714;668080;158214;0;0;0;328264;0;108;NA;2882;4830;769554;657094;520600;106616;NA;0;0;0;NA;NA;0;0;0;0;0;0;0;48518;949490;0;4926;656;4240;3686;171206;813292;2;0;0;0;527658;299906;73358;32420;19286;13062;9898;12130;7138;3152;1293486;NA;NA;NA;NA;328264;18462;300656;218778;496260;0;0;0;0;0;0;0;18500;6770.98;1293486;1293486;NA;2493;NA;NA;79560;NA;1209600;NA;NA;NA;NA;530238.72;238989.12;224568.96;NA;NA;0;0;16478;170490;501830;280934;21674;5892;710;0;NA;NA;1293486;NA;4778;394;12918;289400;44694;317028;314928;13850;18;0;188;192;415714;41830;0;1366;0;0;492156;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8084;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;480912;237870;89144;29786;39442;30450;24792;65080;532;0;NA;NA
"neg";38430;NA;104;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1165486;0;0;0;0;0;2174368;1916166;371848;205828;0;0;0;0;166;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2546732;0;526;174;2;1165486;37418;207920;163042;158860;188660;NA;NA;NA;NA;NA;NA;18780;38430.55;2546732;2546732;NA;NA;1746;9476;121240;NA;1209600;71422;NA;NA;NA;2189355.84;0;251008.32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18;2546732;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1812;172;0;0;0;0;0;0;0;0;19050;33196;6610;0;0;105620;16348;38420;6898;0;0;0;0;621210;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0
"neg";606;NA;24;20;0;0;0;0;0;10;7142;45248;52418;0;0;0;36248;0;0;0;1034;1948;98224;80376;54408;7784;0;0;0;0;36;32;0;0;0;0;0;0;0;37028;67790;0;2836;2058;6740;11446;21108;60630;0;0;0;0;75386;19494;6448;2016;596;190;124;528;36;0;153826;28;50;78;0;36248;1314;37070;17038;NA;NA;NA;NA;NA;NA;NA;NA;53320;606.01;153826;153826;155914;286;64;14696;152580;104818;1209600;1756;6;16;0;35705.28;47379.84;20448.96;62;180;0;0;5294;29014;62344;7152;778;236;0;0;2;12;153826;NA;1306;56;12240;17618;18782;53760;1056;0;0;0;28;72;37050;7472;0;0;0;0;37558;308;214;910;48310;0;0;0;0;0;0;1248;112;32;14658;2376;488;304;2080;332;95850;98;0;0;0;197.78;234;69818;8320;2648;990;4636;13220;3682;1448;56;0;0;0
"neg";93176;0;136;124;294;752;0;0;0;118138;2925540;2210468;401968;27054;810;0;1947994;0;84;0;163632;264956;4877748;4444538;2797338;437744;8;0;0;0;382;836;0;0;0;0;0;6406;457816;4087724;1132032;0;17464;12608;16188;22958;35872;4371424;1147062;60402;0;0;2810692;851968;462274;311130;243238;197698;153928;122322;66400;464328;7839770;248;2566;12916;30;1947994;67990;2220730;570416;356800;508500;481100;419520;496240;363740;NA;NA;159420;93176.06;7839770;7839770;7776116;31885;2092;50424;567880;5688988;1209600;159966;2;124;0;4990868.16;0;690508.8;516;3100;0;2642;268396;651244;1692262;1624530;868196;430848;131614;14246;68;72;7839770;0;10890;1614;232804;338966;183552;3644636;1221322;49894;300;0;172;1508;5012706;2834946;0;180;0;0;5057872;6994;132;0;0;0;0;0;0;0;0;39386;14020;8260;8429940;1112420;129172;20268;21446320;2180782;7622242;4746;0;0;53176090;3905.12;3694;722688;838890;563892;266268;422516;700700;1818398;347774;2852;0;0;0
"neg";36856;NA;210;168;0;0;0;0;0;0;83558;559498;1247046;342222;17708;0;1047736;0;0;0;1254;2528;2063722;1841576;271264;186712;0;0;0;0;260;104;0;0;0;0;0;73968;834514;1222258;119292;0;1602;996;1938;66706;1390524;780916;7350;0;0;0;658132;628640;253482;172258;123758;97872;126498;181290;8102;0;2336554;464;762;1082;0;1047736;24564;134848;135254;154400;NA;NA;NA;NA;NA;NA;NA;113000;36855.23;2336554;2336554;2342760;14822;11306;110266;1122560;2250032;1209600;63134;0;60;0;2019738.24;0;228979.2;0;0;0;0;2838;241656;798256;997100;198884;8958;2298;42;444;448;2336554;NA;2808;426;60010;111286;81050;1445620;525792;22814;226;0;342;296;1157420;139682;0;31586;0;40;2027834;1298;170;0;0;0;0;0;0;0;0;12022;32888;5632;0;0;72072;9498;2798140;353156;0;0;0;0;827360;845.44;810;242266;348082;272908;138236;324934;430188;242226;121736;125770;3686;0;0
"neg";151872;0;402;304;0;0;0;0;13394;531486;1986192;4156184;2119884;167898;1728;0;4261034;0;40;0;251636;348090;8821932;8318706;2706312;505460;26;0;0;0;328;32;0;0;0;0;0;0;290502;8138602;547662;0;14158;2322;3142;5798;61724;8142540;372716;374366;0;0;3634970;2990920;944160;480726;306212;220230;164676;179980;43312;11580;11782632;11224;6478;14136;28;4261034;106246;2078168;624558;243200;216880;339580;330480;287900;305060;267120;157100;198580;151871.19;11782632;11782632;11672168;37818;112;76244;870540;8989972;1209600;244566;206;438;0;8434382.4;0;544386.24;12;2408;3850;101130;512312;1408608;2851196;2080138;963596;581556;406144;68236;2;52;11782632;0;17842;2944;408934;221018;284158;5876062;2123010;42694;102;2;332;58;8390814;5037730;70;1148;0;0;8486594;15056;260;0;0;0;0;0;0;0;0;57644;22006;10194;9553072;1543302;269280;46662;540;456;11592254;15348;0;0;18503700;NA;5632;604050;1369716;997566;1282150;992118;607786;3063624;59560;190;6;0;0
"neg";370750;NA;NA;NA;NA;NA;0;0;2222;1145646;7356146;10884204;6497118;3123694;1732216;509732;NA;0;32;NA;NA;1050800;NA;17784152;NA;3959558;NA;0;78546;0;NA;NA;0;0;0;0;0;4864;39982;5705360;25500772;0;20602;10018;16406;25672;2199596;28978634;46;4;0;0;9824450;7534386;4814990;3721918;1774760;1012212;735256;712294;411256;709456;NA;NA;NA;NA;NA;NA;NA;2076462;8013516;NA;NA;NA;NA;NA;NA;NA;NA;NA;370749.66;NA;NA;NA;126537;NA;NA;NA;NA;NA;NA;NA;NA;NA;20352659.52;3864503.04;7024624.32;NA;NA;0;197020;2361986;9588760;9681580;6533558;2184748;572110;118760;12456;NA;NA;NA;NA;17586;4472;5115792;4383014;3732020;17201500;781882;14712;0;0;1324;15682;18224546;3063408;32486;66380;0;0;18737674;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11154984;4443122;2025754;797952;1266868;1501442;2328526;7624360;107970;0;NA;NA
"neg";650;0;2;2;0;0;0;0;0;15952;24688;7186;2032;0;0;0;18858;0;460;0;6228;9290;51662;50654;49648;1568;0;0;0;0;22;0;0;0;0;0;0;0;16766;28178;4914;0;2206;590;952;1288;2490;21450;14452;6430;0;0;24632;9322;5516;4312;3218;1948;850;60;0;0;107586;14;24;268;0;18858;544;42406;7194;NA;NA;NA;NA;NA;NA;NA;NA;49260;649.36;107586;107586;107010;178;0;10448;107080;49984;1209600;990;2;12;0;34824;0;13711.68;54;132;0;1114;12852;9372;20536;5796;168;20;0;0;16;34;107586;0;1708;48;28;790;644;13698;30700;2240;2;0;0;0;34952;19698;0;0;0;0;36772;240;92;0;0;0;0;0;0;0;0;580;20;2;0;0;450;80;40;4;0;0;0;0;0;278.32;128;15922;7130;1408;680;2116;4008;5166;13180;248;0;0;0
"neg";1204;0;12;10;0;0;0;0;0;0;49766;29482;1158;0;0;0;39974;0;0;0;2682;5350;71320;66394;25574;3328;0;0;0;0;20;20;0;0;0;0;0;0;0;0;80406;0;1322;120;92;532;352;36422;41120;446;0;0;28776;32568;11618;3416;2332;1090;418;188;0;0;99650;112;56;32;0;39974;832;17176;8312;NA;NA;NA;NA;NA;NA;NA;NA;25000;1204.36;99650;99650;98688;335;0;9704;99160;80488;1209600;2214;8;12;0;64087.68;0;15279.36;0;30;0;0;12568;15488;21824;23932;6554;26;14;0;2;6;99650;0;1238;30;3714;1388;4116;22214;45834;1856;16;0;14;56;64128;27376;0;280;0;0;65670;130;28;0;0;0;0;0;0;0;0;658;92;18;0;0;1904;270;1320;170;0;0;0;0;200550;140.6;98;16846;10742;7326;3096;5912;9096;8684;18704;0;0;0;0
"neg";480;0;2130706438;42;0;0;0;0;0;0;27302;77352;7584;0;0;0;17970;1638;0;0;412;914;103252;80568;74290;12968;0;0;0;0;34;96;0;0;0;0;0;0;0;6934;105304;0;418;98;134;1050;442;77556;32540;0;0;0;89670;14488;3836;1598;990;418;708;242;214;74;178130;14;14;16;0;17970;1758;43650;30168;NA;NA;NA;NA;NA;NA;NA;NA;73180;480.98;178130;178130;174784;228;14;17008;176680;112554;1209600;3956;2;32;0;41616;24840;44735.04;4;114;0;0;9698;70938;29328;2046;204;22;2;0;16;22;178130;0;1626;96;5072;18848;17016;35876;29318;4302;82;2;56;112;45220;44;0;170;0;0;45330;254;298;0;0;70;26490;0;0;0;0;2240;0;0;0;0;2902;548;106160;10594;0;0;0;4;0;3.12;278;71964;19704;9010;2382;3352;2588;2736;460;4;38;0;0
"neg";43418;NA;1254;1164;0;0;0;0;0;0;724;395386;1684972;726706;72444;10146;1354096;0;0;0;0;0;2597382;2267778;410918;274662;0;0;5700;0;1672;268;0;0;0;0;0;42894;1018402;1511990;317092;0;3662;1894;2024;764738;1745688;372200;172;0;0;0;709822;910288;283606;209508;168918;147250;213448;247538;0;0;3008804;34;588;1024;16;1354096;35912;210396;199178;156740;167660;NA;NA;NA;NA;NA;NA;80020;43418.19;3008804;3008804;3006186;19803;7518;54784;583040;2890378;1209600;90536;2;64;0;2617473.6;0;270646.08;0;0;0;0;0;117774;620798;1380180;700586;64512;5830;698;16;46;3008804;NA;4908;680;56874;145676;152466;2039844;474058;15734;138;0;1572;810;2568166;109802;0;2832;0;16;2633846;2212;308;0;0;0;0;0;0;0;0;19078;41428;7386;0;0;79042;16762;211600;46556;621826;18734;0;0;4727980;1729.48;1478;285598;558642;510898;283486;498320;383054;192138;102758;73524;1960;0;0
"neg";243250;NA;0;NA;0;0;0;0;0;0;415752;6056556;8706488;1031336;3606;0;7929152;11800;0;0;1128;2104;13407136;10895512;3764510;2188940;0;0;0;0;0;0;0;0;0;0;0;863038;9376908;2030998;3942794;0;22004;21360;34270;68466;10853994;5213572;66;6;0;0;6159456;2371482;1541448;1227790;984810;912598;1173596;1561586;272238;8734;17175692;290;278;666;1804;7929152;263238;1821248;1917508;256060;222460;235600;257480;228700;341980;381080;290040;42480;243250.48;17175692;17175692;16923234;112336;744550;117072;203720;16213738;1209600;0;NA;NA;NA;14751969.6;0;1444201.92;NA;NA;0;0;11434;1956506;8264364;5440982;449060;73766;17080;546;NA;0;17175692;NA;15834;2896;852282;556548;988046;12614686;1135418;47976;52;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;10852;380;0;0;0;0;0;0;0;0;171598;313670;58232;0;0;560840;93730;26726240;4953286;0;0;0;0;10669480;NA;NA;1562016;3093022;2729126;1585534;3457722;2223332;984812;346084;230954;1136;0;0
"neg";30;NA;40;30;0;0;0;0;0;0;96;1800;7506;336;0;0;4000;0;0;0;0;0;9040;5692;11774;766;0;0;0;0;44;26;0;0;0;0;0;0;9738;0;0;0;124;10;24;28;562;8986;4;0;0;0;8748;680;184;54;32;40;0;0;0;0;20840;0;8;2;0;4000;290;8026;3720;NA;NA;NA;NA;NA;NA;NA;NA;11600;30.36;20840;20840;25900;16;180;1880;20660;9738;1209600;672;0;6;0;5065.92;0;4600.32;0;18;0;0;0;1504;6428;1516;222;60;8;0;20;32;20840;NA;152;14;24;44;482;3188;4560;1094;180;0;86;94;4188;38;0;88;0;0;5588;70;52;0;0;0;0;0;0;0;0;192;0;0;0;0;316;76;1340;256;0;0;0;0;0;91.32;60;5172;3768;634;82;72;10;0;0;0;0;0;0
"neg";40414;NA;2130706442;4518;0;0;0;0;0;0;64894;1297572;2158356;450190;18598;0;1645230;0;0;0;0;0;2721140;1521844;1817112;1117636;0;0;0;0;3786;2264;0;0;0;0;0;1483878;2504814;916;2;0;3490;1186;1508;2374;60718;3918788;1546;0;0;0;2141786;564550;235688;163008;156080;242544;482722;3232;0;0;4538876;0;648;220;12;1645230;77062;873610;940480;493240;489320;453120;NA;NA;NA;NA;NA;374420;40413.86;4538876;4538876;4541084;20255;22000;84276;902200;3989610;1209600;184950;2;128;0;3058336.32;23661.12;905315.52;0;1092;0;0;2604;221070;1219264;1992718;497244;43246;11476;1988;70;74;4538876;NA;8210;1304;734092;311474;333752;2206506;381440;12794;38;0;6452;4934;2767750;44546;0;119264;0;14;3082440;7026;430;0;0;250;23782;0;0;0;0;53644;32030;14580;0;0;157592;22262;12337540;1299086;0;0;0;0;711620;2350.4;2426;977078;1351580;517412;194204;309180;241274;168242;128594;101840;206;0;0
"pos";517566;NA;NA;NA;NA;NA;0;0;0;0;66192;7975252;40461750;12912438;759642;20478;23111804;234882;278;NA;0;0;46201662;38223816;19709456;7673782;NA;0;1313210;0;NA;NA;66298;384076;723006;3650964;8239544;11956932;29111570;7867758;195604;0;852528;738544;898174;987056;3592788;52677270;2449372;16;2;2;29925136;12525556;5245032;4246492;3633044;3136756;2495572;969674;18462;28;65923930;NA;NA;NA;NA;23111804;1040084;9077304;10582736;334220;314580;298460;280840;271960;259620;266640;327300;110280;517565.91;65923930;65923930;65989402;298347;NA;NA;453620;62195752;1209600;NA;NA;NA;NA;51424931.52;0;10729936.32;24050;40786;0;0;6182;483788;17917456;36008126;6990518;572274;95116;122292;NA;NA;65923930;NA;68660;13110;6774992;4683746;9886648;34566024;6086988;115566;18;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;561946;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29470.64;33632;11139932;31020298;10661418;3321906;3956102;1217588;515170;199942;162696;700;NA;NA
"neg";40938;NA;1258;1680;0;0;0;0;0;0;1426;62858;2135528;1070758;40770;0;1522208;0;0;0;0;0;2829664;2359472;596904;420696;0;0;0;0;5668;776;0;0;0;0;0;0;236024;2561966;513350;0;1876;1070;1378;72316;2189764;1032536;12396;2;0;2;1189634;810452;389322;271742;207154;198256;242156;2624;0;0;3426984;0;0;18;86;1522208;55158;266626;327796;206400;200800;NA;NA;NA;NA;NA;NA;184140;40937.92;3426984;3426984;3425798;14759;12;96748;1001680;3311340;1209600;87798;0;102;0;2739139.2;0;565944.96;0;0;0;0;0;27088;718410;1886266;624940;46546;7552;538;136;36;3426984;NA;3668;444;8512;388884;285116;2518834;105030;852;0;0;2600;4504;2769244;558;0;720;0;30;2777928;1648;140;0;0;0;0;0;0;0;0;26996;22296;4968;0;0;68360;24544;48920;5010;0;0;0;0;937930;845.5;1134;595072;897118;417258;168100;480346;575602;169588;7710;540;6;0;0
"neg";593980;0;1390;NA;0;0;0;0;0;131784;1717544;191426;5312;708;116;0;8485902;0;90;NA;19898968;30513152;6423900;21918588;22741174;1732130;26;0;0;0;9986;2680;0;0;0;0;0;292;152682;982046;911870;0;4436;984;1282;1878;6808;1446384;535992;49126;0;0;597848;568744;262978;155122;107714;71860;58616;45324;24396;154288;49073236;15852;26236;32698;654;8485902;106554;13968018;8746414;641220;584300;613580;641960;606120;642560;628640;589800;270060;593979.49;49073236;49073236;2941812;12444;3246;NA;622020;2047808;1209600;891702;NA;NA;NA;30090275.52;0;4305916.8;36;566;0;110;179352;337238;313620;440304;511008;211336;42346;11576;NA;694;49073236;0;3926;388;72526;81142;50844;1554208;272006;11814;36;0;934;17922;26983900;12888984;1276;3676;0;0;27597346;28116;1808;NA;NA;NA;NA;NA;NA;NA;NA;459760;102200;38662;49409122;10051432;1001022;174614;336420;61734;47420124;5346;0;0;NA;NA;896;197102;247914;202612;98626;203878;127434;204912;738784;25628;0;0;0
"neg";92;6;86;56;0;0;0;0;0;1772;5044;7270;51660;0;0;0;6540;0;0;0;532;2170;18420;14934;12754;1276;0;0;0;0;42;28;0;0;0;0;0;0;0;5662;60084;0;51442;52;58;64;124;12818;590;598;0;0;24184;8292;7372;4994;6148;3036;3706;2880;1886;3248;31752;0;0;0;0;6540;370;8852;3800;NA;NA;NA;NA;NA;NA;NA;NA;12440;91.14;31752;31752;88754;368;104;3012;31480;65870;1209600;1024;0;14;0;9438.72;130.56;5013.12;0;30;0;1818;2086;8096;48036;4934;744;32;0;0;34;42;31752;0;51366;30;76;538;488;4646;7656;946;0;0;130;62;7932;672;0;164;0;0;10376;76;68;0;0;70;3472;0;0;0;0;292;0;0;0;0;462;68;5860;722;0;0;0;0;0;776.68;260;6516;5846;1492;562;50712;212;176;230;0;0;0;0
"neg";1338;NA;0;NA;0;0;0;0;0;0;90;804;76332;106;0;0;36056;0;0;0;0;0;73652;67578;11330;3218;0;0;0;0;0;0;0;0;0;0;0;0;32470;4164;40698;0;106;40;76;60;6250;70796;4;0;0;0;36242;30874;5904;2900;1122;230;60;0;0;0;85030;0;188;30;2;36056;726;5298;5930;1310700;1310700;1310700;1310700;1310700;1310700;1310700;1310700;10980;1337.03;85030;85030;85910;255;630;8302;84680;77332;1209600;0;NA;NA;NA;69063.36;0;8171.52;NA;NA;0;0;0;0;39548;36340;1158;214;72;0;NA;0;85030;NA;100;20;322;4288;1904;17404;51878;1414;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;94;16;0;0;0;0;0;0;0;0;446;428;134;0;0;1120;218;100180;10716;0;0;0;0;337050;NA;NA;8992;7688;4330;1478;3740;49952;716;124;312;0;0;0
"neg";365020;NA;NA;NA;NA;NA;0;0;0;10558;1076622;7843116;10767260;2402996;42144;12;7791432;1562;0;NA;28730;40052;19155788;17428198;4488380;1661722;NA;0;0;0;NA;NA;0;24950;44618;52658;100918;2486422;8337550;9962346;1133246;0;47548;55150;102392;230120;14205862;7501296;338;2;0;0;7617038;4352806;2443314;1708386;1223460;1131022;2180336;1478396;7950;0;23676406;NA;NA;NA;NA;7791432;242010;2936036;1544580;214620;341880;232780;208800;265520;179740;207080;193560;123260;365020.19;23676406;23676406;NA;145197;NA;NA;640320;NA;1209600;NA;NA;NA;NA;19566345.6;0;2525362.56;NA;NA;0;10;206484;3916514;10518526;6773252;641826;69610;16254;232;NA;NA;23676406;NA;14492;3738;738880;1086400;1942680;17185770;1127594;43154;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;113232;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2647032;2970066;2262336;1200030;2935472;4677802;3782458;1128336;536434;2742;NA;NA
